web_scraper_order,web_scraper_start_url,pagination,data,title,data2
"1789836423-1127","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","la flèche du Parthe","l'attaque ou la plaisanterie hostile lancée à la fin d'une conversation","exp"
"1789836423-1128","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","enterrer la hache de guerre","fumer le calumet de la paix ; faire la paix ; se réconcilier ; parvenir à un accord de paix ; mettre fin aux hostilités ; suspendre les hostilités ; décider une trêve","v"
"1789836423-1129","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","faire la courte échelle","aider à franchir un obstacle en formant un échelon avec les mains imbriquées ; donner un coup de main ; aider ; supporter ; aider à grimper","v"
"1789836423-1130","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","un lit de Procuste","une mutilation d'une oeuvre pour les rendre conforme à un modèle ; une uniformisation au prix d'une déformation ; une élimination de ce qui ne rentre pas dans le moule","n"
"1789836423-1131","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","la bailler belle","chercher à tromper quelqu'un ; chercher à faire croire à quelqu'un quelque chose de faux ; tenter de faire croire","exp"
"1789836423-1132","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","rouler carrosse","être riche et le montrer ; mener un grand train de vie ; rouler sur l'or","v"
"1789836423-1133","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","entre deux eaux","en manoeuvant entre deux partis sans se compromettre ; en refusant de s'engager ; sur une ligne de crète ; en évitant de se compromettre","adv"
"1789836423-1134","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","avoir les yeux de Chimène","éprouver un fort intérêt pour quelque chose ou pour quelqu’un ; éprouver une passion ; être passionné par quelqu'un ou quelque chose","v"
"1789836423-1135","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","et voilà pourquoi votre fille est muette","tout ça pour ça ; ce n'était décidément pas la peine de parler autant ; c'est un long discours qui n'a abouti à rien","exp"
"1789836423-1136","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","tonneau des Danaïdes","une tâche sans fin ; un travail à recommencer sans cesse ; un compte en banque constamment vidé par quelqu'un de très dépensier","n"
"1789836423-1137","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","se jeter un verre derrière la cravate","boire un verre","v"
"1789836423-1138","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","sans tambour ni trompette","discrètement ; secrètement ; sans bruit ; sans attirer l'attention ; sans faire de bruit","adv"
"1789836423-1139","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","le rocher de sisyphe","un travail difficile ; un travail toujours recommencé ; un travail interminable","exp"
"1789836423-1140","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","Paris vaut bien une messe","c'est un avantage qui mérite bien un petit sacrifice","exp"
"1789836423-1141","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","la perfide Albion","l'Angleterre ; la Grande-Bretagne","exp"
"1789836423-1142","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","il y a loin de la coupe aux lèvres","il peut y avoir un long chemin entre un projet et son aboutissement ; il peut y avoir un long chemin entre un désir et sa satisfaction ; il peut y avoir un long chemin entre une promesse et sa réalisation ; ce n'est pas parce qu'un but semble proche qu'on va forcément l'atteindre ; il faut souvent patienter pour obtenir ce que l'on désire ; il y a un long chemin entre un projet et son aboutissement","exp"
"1789836423-1143","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","homme de paille","prête-nom ; une personne qui agit comme prête-nom d'une autre dans une affaire souvent douteuse ; celui qui sert de prête-nom dans une affaire ; homme qui se présente comme responsable d'un fait d'autrui qui ne veut pas apparaître ; contractant supposé","n"
"1789836423-1144","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","faire du ramdam","faire du vacarme ; provoquer du désordre","v"
"1789836423-1145","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","se jeter dans la gueule du loup","se fourrer dans la gueule du loup ; s'exposer imprudemment à un danger ; prendre de gros risques sans tenir compte du danger ; se jeter sur un plateau d'argent à l'ennemi ; se jeter au danger dont on est menacé","v"
"1789836423-1146","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","tête brûlée","casse-cou ; imprudent ; une personne exaltée ; une personne qui se jette dans toutes sortes d'aventures au mépris des risques ; personne qui prend des risques volontairement ; personne portée à l'excès ; personne bornée","n"
"1789836423-1147","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","à pleines dents","avec entrain ; avec enthousiasme ; de bon appétit","exp"
"1789836423-1148","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","se frotter les mains","se réjouir ; se féliciter","v"
"1789836423-1149","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","aux quatre coins de","dans tous les lieux possibles ; partout ; sur toute l'étendue de ; aux quatre vents ; dans tous les recoins","adv"
"1789836423-1150","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-23","numéroter ses abattis","se tenir prêt à affronter un combat où on risque de subir des dommages corporels ; vérifier l'état des ses membres à la suite d'une bagarre ; vériier l'état de ses membres suite à une chute","v"
"1789836430-1151","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","manger son pain blanc en premier","passer d'un état heureux à un autre qui ne l'est pas","v"
"1789836430-1152","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","séance tenante","immédiatement ; aussitôt ; dès maintenant ; sans délai ; sans retard ; instantanément ; dans l'immédiat ; sans tarder ; sur le champ","adv"
"1789836430-1153","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","un procès d'intention","une accusation portant non pas sur des actes mais sur des intentions supposées ; une accusation injuste ; une accusation insuffisamment fondée","n"
"1789836430-1154","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","battre l'eau","faire quelque chose d'inutile","v"
"1789836430-1155","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","être d'un calme olympien","rester de marbre ; être imperturbable ; être dans un état de pleine tranquillité","v"
"1789836430-1156","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","les petits ruisseaux font les grandes rivières","un ensemble de petits éléments accumulés finissent par faire quelque chose d'important ; un ensemble de petites choses peut avoir un très gros impact ; accumuler de petits profits peut mener à un grand bénéfice","exp"
"1789836430-1157","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","une main devant une main derrière","les bras ballants ; sans rien ; sans aucune possession ; les mains vides ; sans situation stable ; complètement démuni ; ayant tout perdu","exp"
"1789836430-1158","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","mettre à sac","dévaliser ; piller complètement ; saccager","v"
"1789836430-1159","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","conter fleurette","faire la cour ; flirter ; roucouler ; marivauder ; tenir des propos galants ; courtiser ; chercher à séduire quelqu'un","v"
"1789836430-1160","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","comme un poisson dans l'eau","complètement à l'aise ; dans son élément","adv"
"1789836430-1161","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","avoir le bras long","avoir de l'influence ; avoir du pouvoir ; avoir une grande influence ; avoir un crédit ; avoir un pouvoir qui s’étend bien loin","v"
"1789836430-1162","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","ne pas être dans son assiette","ne pas être dans son état normal ; ne pas se sentir bien ; se sentir mal ; être indisposé ; avoir le cafard ; ne pas être très en forme ; se sentir malade","v"
"1789836430-1163","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","une épine dans le pied","une contrariété ; un embarras","n"
"1789836430-1164","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","courir la prétentaine","courir la calabre ; aller et venir sans raison particulière ; faire des escapades ; chercher des aventures érotiques ; vagabonder ; courir les aventures galantes","v"
"1789836430-1165","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","fumer une clope","fumer une sèche ; fumer une cigarette","v"
"1789836430-1166","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","un tiens vaut mieux que deux tu l'auras","mieux vaut obtenir peu maintenant qu'attendre pour davantage plus tard ; mieux vaut s'assurer d'obtenir un faible gain immédiat qu'attendre pour un gain plus grand mais hypothétique ; mieux vaut tenir que courir ; une chose obtenue vaut mieux que des choses attendues ; un avantage réel, même modique, vaut mieux qu'un profit illusoire bien plus considérable","exp"
"1789836430-1167","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-24","coup de tabac","du mauvais temps ; une tempête en mer soudaine et susceptible de secouer durement le navire ; un évènement brutal aux conséquences lourdes ; tempête en pleine mer ; tempête courte et violente ; événement soudain et violent","exp"
